0,2016-07-30 19:37:51,0,248,0,{},0,
0,2016-07-30 19:37:51,0,248,0,{},0,
0,2016-07-30 19:37:52,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:53,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:54,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:55,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:56,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:57,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
0,2016-07-30 19:37:58,0,248,0,{},0,
